CUSTID,GENDER,AGE,TV_REG,NGROUP,LCDATE,BILL,REGION,CLASS,ORGYN,AFFL,LTIME,OAC,S_MT,S_FVEG,S_TOIL,S_CONV
12715468,,40,London,E,27/01/1994,0,South East,Tin,0,5,5,3,24.18,27.61,22.1,13.95
12715999,M,57,Midlands,B,28/01/1991,3000,Midlands,Silver,0,8,8,6,40.21,40.13,14.14,6.5
12721883,F,35,S & S East,D,28/06/1989,5000,South East,Silver,0,10,9,5,26.68,14.17,28.47,7
12722758,F,47,East,E,01/06/1991,0,Midlands,Tin,0,,7,4,17.02,21.51,21.79,14.23
12724572,F,19,C Scotland,B,16/05/1997,1000,Scottish,Silver,0,5,1,5,18.96,18.51,8.98,11.11
12725293,F,36,S & S East,B,06/06/1997,1200,South East,Silver,1,12,1,8,43.98,22.36,11.51,11.92
12725579,,62,Midlands,B,02/11/1979,6968,Midlands,Gold,0,,19,5,20.9,30.04,18.9,11.94
12727938,F,,East,E,18/04/1997,18000,Midlands,Gold,0,10,1,5,21,30.73,11.47,10.24
12728284,M,65,S & S East,C,01/03/1978,510,South East,Silver,0,3,20,7,15.69,40.29,15.64,7.55
12728888,M,58,S & S East,D,19/01/1994,0,South East,Tin,0,9,5,7,21.8,33.74,33.82,11.69
12731064,U,42,Midlands,D,01/02/1990,0,Midlands,Tin,0,8,9,4,38.85,8.54,5.78,17.79
12732834,M,65,Wales & West,A,27/08/1981,3000,Midlands,Silver,0,7,17,1,20.22,14.8,23.64,4.62
12739367,M,48,Midlands,F,03/07/1991,50,Midlands,Silver,0,5,7,3,6.54,29,8.27,8.39
12741302,M,65,,C,21/03/1997,6000,,Gold,0,12,1,5,24.93,26.63,19.44,3.92
12744107,U,73,London,A,19/04/1991,11400,South East,Gold,0,7,7,1,15.31,16.56,23.1,6.85
12744468,M,60,C Scotland,D,23/08/1993,5000,Scottish,Silver,0,5,5,6,11.72,29.26,27.32,8.51
12744859,F,56,London,F,07/01/1991,3000,South East,Silver,0,5,8,6,21.69,30.35,20.91,12.23
12746118,F,42,London,F,22/09/1993,0,South East,Tin,1,15,5,1,15.79,16.8,22.76,10.03
12748161,M,75,Yorkshire,C,01/04/1991,0,North,Tin,0,4,7,4,27.78,31.1,14.88,4.35
12748927,F,28,East,F,14/11/1996,6000,Midlands,Gold,1,24,2,5,31.58,37.46,13.21,14.26
12755079,F,78,S & S East,A,12/03/1993,7892,South East,Gold,0,5,5,4,29.2,31.8,8.39,9.62
12756253,M,56,Midlands,E,05/05/1992,1800,Midlands,Silver,0,6,6,1,32.31,38.69,22.64,6.04
12758035,F,59,London,C,05/02/1997,30000,South East,Platinum,0,15,2,2,11.49,37.94,19.23,12.03
12759759,M,,S & S East,B,12/03/1992,6053,South East,Gold,0,6,6,6,36.45,30.09,25.88,8.41
12761907,U,40,London,B,01/02/1991,0,South East,Tin,0,10,8,2,14.1,10.23,15.42,7.88
12764353,F,76,London,A,22/02/1990,12108,South East,Gold,0,7,9,1,37.3,33.16,26.72,14.73
12767883,M,47,London,F,11/05/1994,10000,South East,Gold,0,8,4,7,18.09,36.19,22.43,5.6
12774952,F,46,Midlands,F,16/11/1993,0,Midlands,Tin,0,3,5,6,20.56,23.92,4.08,11.27
12778362,M,39,East,F,10/11/1997,0,Midlands,Tin,0,6,1,8,20.19,14.06,10.29,8.32
12784443,F,42,Midlands,D,22/02/1994,0,Midlands,Silver,0,5,5,7,33.11,12.48,25.12,13.52
12786489,U,67,Wales & West,C,31/01/1980,24025,Midlands,Platinum,0,8,19,7,16.82,3.26,0.42,0.86
12786748,F,59,East,F,09/06/1994,1000,Midlands,Silver,0,10,4,7,16.99,32.64,22.77,15.32
12789046,F,59,Yorkshire,F,01/01/1900,1000,North,Silver,0,6,0,4,37.77,34.27,2.1,12.46
12792683,M,55,N East,D,01/04/1990,0,North,Tin,0,10,8,3,17.9,34.8,8.49,8.48
12797359,M,64,East,F,20/02/1993,1000,Midlands,Silver,0,5,6,4,28.42,43.08,19.49,6.72
12800694,F,,Yorkshire,F,14/02/1990,0,North,Tin,1,9,9,3,40.04,29.28,22.44,12.4
12802573,F,59,London,E,11/06/1990,500,South East,Silver,0,8,8,8,31.92,16.44,16.26,12.79
12805467,U,61,London,D,04/04/1991,3000,South East,Silver,0,8,7,2,15.95,0.87,2.55,4.41
12811122,F,60,London,E,08/04/1993,6000,South East,Gold,0,13,5,2,28.42,31.43,21.3,13.2
12812072,M,39,London,D,17/02/1992,2900,South East,Silver,0,9,7,6,25.88,44.13,30.85,8.19
12818844,F,58,N Scot,B,25/09/1996,6000,Scottish,Gold,0,5,2,1,34.23,29.35,11.74,12.84
12823015,F,52,Ulster,,05/11/1987,50,Midlands,Silver,0,10,11,6,27.54,27.45,22.67,9.58
12823554,M,55,East,D,27/05/1997,1200,Midlands,Silver,0,6,1,5,30.84,35.13,37.76,8.76
12825387,,64,Yorkshire,C,27/07/1967,15000,North,Gold,0,8,31,3,27.11,26.44,19.04,10.69
12827517,F,77,London,B,31/10/1986,4884,South East,Silver,0,7,12,8,18.7,31.79,16.29,12.69
12827533,M,66,S & S East,B,23/01/1991,4000,South East,Silver,0,10,8,1,41.84,50,26.61,6.64
12831999,F,33,London,,01/03/1991,0,South East,Tin,1,21,7,6,27.15,30.45,0.28,7.74
12833312,F,60,N West,F,27/05/1994,1000,North,Silver,0,5,4,4,29.41,31.43,18.52,14.07
12833827,F,61,London,D,27/10/1987,9500,South East,Gold,1,7,11,5,30.51,17.58,15.29,9.65
12835927,F,35,London,F,24/02/1990,6000,South East,Gold,1,13,9,7,32.37,28.13,6.88,11.71
12836605,M,46,East,C,11/12/1996,600,Midlands,Silver,0,10,2,2,29.83,32.23,7.41,10.15
12840912,M,,C Scotland,C,04/01/1994,6000,Scottish,Gold,0,9,5,6,29.67,36.98,20.92,1.91
12841765,U,71,Midlands,F,25/04/1996,6000,Midlands,Gold,0,8,2,3,24.28,7.42,12.6,17.4
12843490,F,64,S West,F,11/10/1991,10172,South West,Gold,0,11,7,1,22.16,28.66,24.04,13.99
12844047,F,52,London,C,22/05/1997,5000,South East,Silver,0,6,1,7,22.15,33.12,21.83,13.64
12845299,U,61,London,D,18/07/1997,13000,South East,Gold,0,7,1,8,13.86,16.39,24.74,0.73
12845582,U,54,London,B,10/07/1992,5000,South East,Silver,0,12,6,7,21.86,10.14,17,3.57
12846147,F,61,N East,F,09/07/1996,6000,North,Gold,0,5,2,1,20.05,17.15,6.57,11.91
12852996,F,71,N West,E,09/05/1997,6000,North,Gold,0,8,1,5,32.25,23.11,24.93,11.97
12853011,,53,Yorkshire,E,01/01/1900,10000,North,Gold,0,9,0,3,27.57,31.58,23.51,14.05
12854263,F,61,East,F,01/02/1993,6000,Midlands,Gold,0,11,6,8,24.88,24.05,13.41,10.5
12857793,M,71,London,C,04/11/1993,6000,South East,Gold,0,5,5,4,18.88,38.07,13.72,4.42
12860646,F,57,Yorkshire,A,22/06/1993,6108,North,Gold,0,8,5,8,27.29,23.07,11.89,12.7
12864714,F,50,Midlands,,04/04/1997,7000,Midlands,Gold,1,6,1,4,32.26,15.74,14.35,10.9
12867284,,40,Midlands,B,20/05/1991,9375,Midlands,Gold,0,6,7,1,24.16,31.12,14.13,12.74
12869953,F,50,Wales & West,,01/02/1990,0,Midlands,Tin,0,8,9,4,17.11,27.64,21.88,11.1
12870129,F,71,London,D,05/04/1990,2400,South East,Silver,0,5,8,8,19.22,36.26,12.13,11.58
12871087,F,,Wales & West,A,05/10/1993,2036,Midlands,Silver,0,9,5,5,32.3,30.86,19.19,10.17
12871540,F,60,S West,E,14/10/1992,6053,South West,Gold,0,10,6,5,30.22,33.83,19.28,14.41
12881082,F,68,S & S East,A,01/01/1990,0,South East,Tin,0,14,9,3,32.38,40.76,13.17,14.26
12881783,M,67,Wales & West,D,31/03/1997,6000,Midlands,Gold,1,7,1,3,15.88,33.37,23.25,7.95
12882267,F,47,Yorkshire,E,06/01/1994,0,North,Tin,0,7,5,3,30.33,19.31,17.13,16.02
12882879,F,44,N West,C,15/08/1995,2500,North,Silver,0,6,3,8,29.7,23,11.86,8.4
12885584,F,78,London,C,03/06/1994,50000,South East,Platinum,0,6,4,7,23.19,33.7,27.81,10.81
12885878,M,58,N West,B,01/12/1986,1680,North,Silver,0,11,12,1,24.12,51.91,31.07,6.38
12892122,F,38,Wales & West,C,19/10/1990,9878,Midlands,Gold,1,11,8,8,22.51,33.92,18.58,14.57
12892971,F,30,Midlands,E,15/08/1994,0,Midlands,Tin,1,6,4,4,33.74,31.91,22.66,12.02
12894141,F,35,Midlands,D,29/12/1993,0,Midlands,Tin,1,6,5,5,33.05,41.96,26.73,11.94
12894265,M,49,C Scotland,E,26/03/1993,4400,Scottish,Silver,0,3,5,5,20.46,38.62,13.02,7.67
12895768,F,67,S West,E,01/04/1992,15000,South West,Gold,0,14,6,7,30.7,29.83,19.27,13.04
12896756,M,48,Yorkshire,E,13/11/1996,6000,North,Gold,0,12,2,1,12.1,19.58,30.75,6.53
12898759,F,33,Wales & West,D,01/06/1990,0,Midlands,Tin,1,15,8,1,20.37,32.14,32.42,12.9
12903671,F,56,Wales & West,B,22/06/1993,4000,Midlands,Silver,0,11,5,1,25.11,27.61,35.07,12.07
12908185,F,75,East,C,29/09/1971,6053,Midlands,Gold,0,10,27,2,25.91,30.38,16.29,13.28
12909262,M,47,Wales & West,C,18/04/1997,3480,Midlands,Silver,1,,1,8,21.62,29.1,19.01,9.17
12909483,F,60,East,D,15/10/1980,1000,Midlands,Silver,1,13,18,8,24.3,20.11,17.75,13.79
12910279,,73,N East,A,12/07/1994,40000,North,Platinum,0,11,4,8,16.38,38.18,12.59,11
12911518,F,,East,,20/03/1990,0,Midlands,Tin,1,13,8,7,21.82,31.4,27.32,10.01
12915513,M,57,London,A,22/12/1993,0,South East,Tin,0,10,5,8,19.01,28.73,33.85,5.04
12916056,M,53,N East,B,25/01/1991,9500,North,Gold,1,18,8,4,9.93,9.17,34.06,6.46
12919152,U,67,N West,B,26/08/1993,10600,North,Gold,0,13,5,2,18.52,14.7,0.93,11.68
12919292,F,58,London,A,03/02/1993,4000,South East,Silver,1,14,6,3,22.18,34.75,18.77,14.98
12925675,F,55,,F,29/03/1994,0,,Tin,0,8,4,2,29.22,33.43,16.67,14.56
12930121,F,68,S & S East,D,05/04/1982,6000,South East,Gold,0,10,16,5,30.13,31.41,25.91,12.12
12934623,F,35,S & S East,D,09/12/1992,0,South East,Tin,1,10,6,8,25.39,26.89,21.74,10.82
12939269,M,,S & S East,F,11/05/1995,6000,South East,Gold,0,11,3,7,0.87,41.11,1.64,7.51
12940860,,59,London,F,05/04/1997,1000,South East,Silver,0,5,1,1,21.93,13.21,20.5,12.97
12941603,M,34,Yorkshire,D,03/06/1997,1500,North,Silver,1,5,1,8,17.24,49.66,8.85,6.01
12942049,F,41,N East,F,03/10/1997,420,North,Silver,1,12,1,6,17.41,31.89,24.45,14.39
12943134,M,57,London,A,14/09/1989,3000,South East,Silver,0,,9,4,27.56,15.14,17.32,3.24
12943614,F,39,London,D,01/03/1992,0,South East,Tin,1,12,6,6,23.57,31.62,17.49,14
12945609,M,77,S & S East,C,,6000,South East,Gold,0,8,,4,3.92,47.25,13.94,9.69
12947318,,57,East,B,31/10/1996,6000,Midlands,Gold,0,11,2,2,28.56,35.63,3.67,14.26
12953393,M,52,Midlands,D,05/01/1994,0,Midlands,Tin,0,11,5,4,29.92,41.05,12.05,5.09
12960578,F,36,Midlands,,03/02/1994,0,Midlands,Tin,1,19,5,3,35,39.84,25.46,13.67
12965111,F,52,London,B,02/04/1991,6105,South East,Gold,0,12,7,6,30.24,31.57,25.51,12.92
12966479,F,53,N West,A,01/11/1985,600,North,Silver,0,12,13,4,31.76,19.96,10.86,12.28
12970239,M,57,Yorkshire,D,01/09/1990,1200,North,Silver,0,6,8,6,30.01,41.81,27.7,7.09
12972002,F,44,London,D,16/05/1991,480,South East,Silver,1,16,7,5,12.11,34.7,14.46,11.34
12972576,F,74,N West,D,01/07/1990,0,North,Tin,0,15,8,8,34.86,30.81,24.79,15.08
12974331,F,56,N East,F,14/11/1994,78293,North,Platinum,0,11,4,8,18.58,38.91,21.93,11.55
12976563,M,49,N West,D,17/02/1994,1000,North,Silver,0,7,5,6,22.72,22.09,24.6,9.13
12978620,F,56,N West,C,28/09/1994,0,North,Tin,0,6,4,5,31.82,24.24,11.34,10.29
12982350,F,46,S & S East,B,05/11/1997,3000,South East,Silver,0,13,1,8,16.72,15.3,13.98,8.96
12982911,U,51,London,A,13/06/1991,100,South East,Silver,0,11,7,1,26.76,9.05,2.3,13.89
12985627,F,36,S & S East,D,31/01/1991,6000,South East,Gold,1,13,8,3,15.95,23.93,20.65,8.81
12989541,F,69,Yorkshire,B,22/01/1987,5000,North,Silver,0,9,12,1,22.25,13.42,23.19,8.77
12990566,F,53,Yorkshire,F,13/01/1994,0,North,Tin,1,12,5,4,38.57,36.93,19.66,9.25
12990973,F,68,London,B,30/05/1996,6000,South East,Gold,0,13,2,8,26.04,32.02,25.48,12.59
12996122,F,,N West,E,25/02/1994,600,North,Silver,0,11,4,5,33.13,20.14,20.21,16.28
12996300,M,,S & S East,B,28/11/1995,18000,South East,Gold,0,10,3,5,37.17,60.48,35.03,4.28
12997188,M,49,Midlands,D,01/03/1990,2500,Midlands,Silver,0,11,8,4,26.21,52.84,29.12,9.35
12997641,M,40,Midlands,C,18/07/1988,0,Midlands,Tin,0,15,10,6,8.09,48.18,15.88,10.57
12999571,M,53,Midlands,F,24/05/1993,1500,Midlands,Silver,0,10,5,6,38.78,30.44,10.91,9.21
13000578,M,57,S & S East,E,06/11/1986,25,South East,Silver,0,11,12,1,39.52,54.29,28.62,10.16
13001000,,56,,D,30/09/1994,0,,Tin,0,13,4,1,18.91,30.1,15.61,10.1
13002686,F,52,London,D,04/01/1996,3000,South East,Silver,0,5,3,3,25.67,30.43,14.92,11.22
13010484,U,66,Wales & West,,09/11/1994,15000,Midlands,Gold,0,5,4,2,21.03,23.3,20.71,27.15
13014242,,50,Wales & West,C,30/03/1993,5000,Midlands,Silver,0,6,5,2,25.64,20.71,15.02,11.86
13014412,F,35,Midlands,F,07/02/1996,6000,Midlands,Gold,1,15,3,8,14.58,32.45,13.03,9.92
13023845,F,68,S West,F,11/11/1994,10000,South West,Gold,0,10,4,4,20.86,34.19,4.19,10.99
13025848,U,44,London,B,22/03/1996,8000,South East,Gold,0,5,2,6,28.28,16.45,8.17,11.43
13026232,F,58,East,B,19/11/1991,6108,Midlands,Gold,0,12,7,5,20.87,31.74,18.69,8.22
13027492,,52,S & S East,C,24/02/1990,2000,South East,Silver,0,4,9,7,13.74,45.92,7.42,12.99
13030779,,62,N West,A,30/06/1983,34105,North,Platinum,0,10,15,5,25.9,31.54,17.33,8.46
13031392,M,48,London,E,29/10/1992,6053,South East,Gold,0,7,6,6,25.9,27.78,47.36,6.59
13031651,F,31,London,B,03/09/1990,50,South East,Silver,1,11,8,2,29.96,24.51,21.38,11.09
13032755,M,75,Midlands,E,17/02/1990,1000,Midlands,Silver,0,12,9,6,41.13,22.17,24.41,6.23
13033735,,55,East,E,27/09/1994,3000,Midlands,Silver,0,5,4,8,31.34,27.59,22.64,11.39
13034723,F,62,London,D,02/11/1995,3000,South East,Silver,0,5,3,3,25.36,27.94,8.7,13.64
13036254,F,34,Wales & West,B,28/01/1994,0,Midlands,Tin,1,10,5,5,24.05,42.39,24.01,15.43
13038435,F,59,Wales & West,C,01/08/1989,240,Midlands,Silver,1,10,9,6,19.33,28.42,18.68,13.88
13043102,F,55,East,E,01/03/1990,0,Midlands,Tin,0,6,8,5,25.47,35.6,19.87,11.66
13043617,F,57,London,F,07/07/1997,100,South East,Silver,0,2,1,5,20.75,13.89,23.92,8.79
13049224,F,36,Midlands,F,02/08/1994,0,Midlands,Tin,1,9,4,3,21.21,16.99,25.71,13.58
13049461,M,44,Midlands,D,06/01/1996,3000,Midlands,Silver,1,11,3,6,48,29.72,27.18,5.42
13051245,F,77,S West,D,21/05/1974,5000,South West,Silver,0,4,24,1,33.04,36.94,20.59,12.21
13052578,F,39,London,F,11/01/1990,0,South East,Tin,1,10,9,4,34.51,38.84,25.94,8.68
13055976,U,,Yorkshire,B,,1000,North,Silver,0,8,,7,18.54,1.21,4.45,13.31
13059238,U,50,Midlands,D,09/03/1994,0,Midlands,Tin,0,7,4,5,26.09,16.9,32.74,12.7
13061755,M,59,Wales & West,B,11/06/1993,1550,Midlands,Silver,0,7,5,2,23.34,27.86,17.12,7.8
13063286,F,35,Wales & West,B,01/10/1991,900,Midlands,Silver,1,10,7,2,27.67,36.99,30.32,13.12
13064363,F,54,S West,C,24/05/1990,0,South West,Tin,0,5,8,3,27.46,13.35,26.07,14.62
13066269,M,58,C Scotland,A,09/01/1991,2000,Scottish,Silver,0,9,8,1,32.24,19.19,18.49,2.3
13067826,M,53,N West,B,13/01/1994,0,North,Tin,0,13,5,6,3.48,42.4,32.88,6.02
13072501,F,44,S & S East,D,29/07/1988,0,South East,Tin,0,15,10,4,25.16,41.82,21.38,15.41
13076558,F,63,Wales & West,E,01/04/1986,3000,Midlands,Silver,0,10,12,1,31.15,27.91,20,13.67
13078453,F,49,London,D,11/10/1994,0,South East,Tin,1,9,4,2,22.63,24.91,18.28,11.9
13080113,F,61,S West,D,15/11/1988,18330,South West,Gold,0,4,10,2,38.55,24.08,14.3,13.44
13080415,F,31,Wales & West,,01/02/1990,0,Midlands,Tin,1,,9,2,17.16,43.51,22.97,12.67
13081306,F,69,N Scot,B,14/01/1994,4723,Scottish,Silver,0,8,5,8,27.31,34.47,22.75,11.05
13083422,F,53,London,B,02/04/1991,3053,South East,Silver,0,12,7,7,24.7,23.88,10.18,13.67
13084488,M,35,N West,D,08/01/1994,0,North,Tin,1,11,5,7,32.5,22.63,30.52,10.98
13085212,F,59,Wales & West,C,22/06/1988,0,Midlands,Tin,0,11,10,7,15.14,31.82,2.9,11.67
13088556,M,48,N West,E,21/12/1993,0,North,Tin,0,5,5,7,19.99,38.38,30.77,6.07
13093185,,28,Yorkshire,F,16/03/1994,0,North,Tin,0,9,4,8,27.24,36.96,8.6,10.57
13093827,F,48,London,B,01/12/1991,0,South East,Tin,0,12,7,1,21.61,24.83,25.31,11.89
13095846,M,,Midlands,B,01/02/1990,360,Midlands,Silver,0,8,9,8,48.39,42.8,19.43,7.79
13105574,F,68,London,B,22/06/1981,6000,South East,Gold,0,7,17,6,28.61,23.73,28.41,11.78
13108131,F,70,S West,F,06/03/1985,1596,South West,Silver,0,7,13,1,22.39,22.65,20.38,13.53
13109758,F,39,Border,B,01/03/1990,50,Scottish,Silver,0,7,8,4,22.48,32.75,15.73,10.83
13113631,,51,S West,E,25/10/1995,5200,South West,Gold,0,11,3,4,16.07,34.28,14.75,10.29
13114549,M,48,London,E,02/11/1994,0,South East,Tin,0,3,4,8,23.75,27.81,0.61,6.06
13114980,F,67,London,B,01/01/1900,30075,South East,Platinum,0,10,0,4,36.46,36.96,21.13,10.67
13118579,F,56,,D,05/03/1997,12000,,Gold,0,9,1,1,28.16,20.22,15.82,12.02
13125338,F,65,N West,F,19/03/1975,6000,North,Gold,0,7,23,1,33.64,31.54,20.32,12.39
13135406,F,76,N East,D,20/02/1987,3200,North,Silver,0,10,12,8,14.69,24.7,31.03,13.53
13136968,F,38,London,F,01/12/1989,0,South East,Tin,1,15,9,1,24.53,13.06,18.13,12.93
13139045,F,33,,F,21/01/1997,62,,Silver,1,13,2,4,30.18,29.4,23.44,11.69
13141368,F,36,Wales & West,F,21/11/1994,0,Midlands,Tin,1,15,4,2,31.2,26.11,17.48,9.82
13144758,M,69,Wales & West,E,03/04/1991,2500,Midlands,Silver,0,9,7,8,44.68,49.51,31.17,6.12
13147099,F,50,Midlands,C,02/04/1993,5000,Midlands,Silver,0,9,5,1,23.21,34.48,10.08,13.44
13147234,M,76,Yorkshire,E,05/02/1975,10000,North,Gold,0,5,24,8,31.23,36.38,13.23,4.11
13150073,F,39,Midlands,D,07/01/1994,0,Midlands,Tin,0,5,5,7,20.52,40.19,14.1,10.28
13151533,M,66,Wales & West,D,15/12/1993,0,Midlands,Tin,0,9,5,5,10.92,49.54,11.22,10.02
13153331,,46,London,D,29/05/1990,100,South East,Silver,0,11,8,8,27.05,28.19,12.25,11.9
13155415,F,47,S & S East,C,25/05/1993,6316,South East,Gold,0,5,5,3,25.56,33.77,26.09,14.15
13158813,F,58,London,B,25/03/1983,600,South East,Silver,1,12,15,7,27.35,30.54,14.32,11.83
13159194,F,54,Midlands,C,05/11/1997,2000,Midlands,Silver,0,5,1,7,33.97,28.11,24.29,7.54
13162160,F,53,S West,E,01/05/1990,0,South West,Tin,0,7,8,8,27.21,29.11,22.79,8.82
13163361,M,,London,F,01/01/1990,0,South East,Tin,1,11,9,5,16.65,38.68,36.79,10.35
13163450,F,53,,F,17/01/1997,11500,,Gold,0,10,2,2,22.27,50.08,21.06,11.27
13165925,M,61,London,F,19/03/1990,0,South East,Tin,0,6,8,3,13.38,32.83,17.13,10.67
13170848,F,57,London,F,04/10/1996,1046,South East,Silver,0,11,2,2,23.99,27.75,24.3,8.85
13177117,F,58,London,B,10/02/1994,0,South East,Tin,0,9,5,3,37.31,37.31,34.09,11.67
13178369,M,64,London,C,21/09/1994,10600,South East,Gold,1,2,4,6,33.31,25.24,19.62,7.54
13180592,,53,Yorkshire,B,01/04/1996,6000,North,Gold,0,15,2,8,9.97,23.45,32.02,11.25
13180827,F,68,Wales & West,F,15/03/1994,18078,Midlands,Gold,0,9,4,3,40.43,32.94,22.16,11.1
13183648,F,72,N West,U,01/07/1990,0,North,Tin,0,12,8,3,33.95,41.54,2.41,8.69
13187988,M,52,London,F,21/02/1994,0,South East,Tin,0,12,5,3,3.51,23.83,13.81,9.44
13194895,F,45,London,C,21/02/1994,1000,South East,Silver,0,7,5,1,29.67,17.95,16.64,12.48
13196081,F,63,S & S East,E,01/02/1990,0,South East,Tin,0,10,9,2,29.11,24.77,30.58,10.67
13197258,U,47,East,B,08/02/1994,1960,Midlands,Silver,0,9,5,6,17.93,11.68,13.74,15.66
13198238,M,57,S & S East,C,26/07/1997,100,South East,Silver,0,6,1,4,29.95,47.84,29.07,5.35
13200402,M,63,London,B,04/03/1997,6000,South East,Gold,0,9,1,6,25.12,51.53,30.45,9.26
13200976,F,51,S & S East,C,20/09/1993,0,South East,Tin,1,15,5,2,32.36,27.19,27.47,11.7
13202375,F,74,N East,D,30/06/1982,5500,North,Gold,1,17,16,4,24.16,25.54,29.03,11.9
13204726,M,41,London,F,,0,South East,Tin,0,5,,1,31.93,27.64,30.76,7.51
13207369,F,31,Midlands,F,21/02/1994,0,Midlands,Tin,0,10,5,6,22.39,38.42,22.23,10.53
13209299,F,62,C Scotland,D,14/04/1994,1000,Scottish,Silver,0,5,4,8,16.72,36.01,22.28,15.72
13210157,M,50,N West,E,21/05/1992,7553,North,Gold,0,3,6,5,32.25,56.57,28.79,9.34
13214330,,59,East,,06/10/1988,0,Midlands,Tin,0,4,10,5,16.87,27.77,16.95,11
13214853,M,44,Midlands,D,15/04/1997,18000,Midlands,Gold,0,10,1,3,40.46,28.49,8.49,5.3
13215809,M,51,London,D,08/04/1993,0,South East,Tin,0,3,5,6,17.32,41.16,18.27,7.51
13218808,U,65,S & S East,C,29/03/1996,5000,South East,Silver,0,6,2,2,7.95,5.37,17.68,12.24
13220764,F,61,Wales & West,E,23/01/1995,1000,Midlands,Silver,0,14,4,7,10.05,38.59,16.84,9.57
13221213,,,N West,C,11/06/1988,1000,North,Silver,0,9,10,,24.67,23.87,19.2,6.98
13224581,F,32,East,D,01/05/1990,0,Midlands,Tin,1,5,8,6,23.36,32.78,19.49,12.22
13224778,M,45,Wales & West,F,01/01/1990,1080,Midlands,Silver,0,6,9,4,33.13,45.61,22.9,7.72
13225936,M,50,London,F,11/12/1987,11850,South East,Gold,0,9,11,4,34.99,36.41,27.86,7.32
13227785,M,58,N West,B,01/03/1990,50,North,Silver,0,7,8,7,24.75,36.61,16.84,5.11
13228838,M,69,S & S East,C,23/11/1994,30000,South East,Platinum,0,10,4,2,20.19,32.14,16.31,7.32
13232029,,45,S & S East,C,19/01/1994,1200,South East,Silver,0,6,5,6,16.29,29.97,5.43,13.27
13233092,M,,S West,C,12/02/1990,4500,South West,Silver,0,2,9,7,30.4,42.52,39.1,5.47
13243594,F,70,,C,25/03/1992,11053,,Gold,0,9,6,8,20.38,28.6,5.89,13.16
13247859,M,,N West,A,18/09/1997,6000,North,Gold,0,8,1,2,21.01,32.78,23.16,2.7
13249088,,64,S & S East,C,24/02/1994,4780,South East,Silver,0,7,4,2,31.86,30.27,12.29,12.41
13250655,U,,Yorkshire,E,01/05/1990,0,North,Tin,0,12,8,2,8.91,17.02,10.94,10.9
13252771,F,64,S & S East,A,08/01/1991,12000,South East,Gold,0,6,8,1,34.91,19.9,33.51,15.62
13253735,M,38,Wales & West,E,05/01/1993,0,Midlands,Tin,0,10,6,7,29.23,47.46,18.61,7.76
13255495,F,59,Wales & West,D,01/01/1990,1800,Midlands,Silver,0,15,9,5,15.9,23.97,20.03,15.08
13259954,F,33,London,C,01/08/1990,0,South East,Tin,0,7,8,5,20.73,31.26,32.43,12.98
13274163,,74,C Scotland,D,06/01/1986,5000,Scottish,Silver,0,13,13,7,27.74,29.95,15.75,9.32
13274732,M,54,Wales & West,D,04/04/1996,7000,Midlands,Gold,0,10,2,5,15.83,37.62,15.66,5.17
13279440,M,58,Wales & West,A,09/02/1994,0,Midlands,Tin,0,2,5,1,25.62,34.5,33.82,10.23
13284282,F,34,N West,F,05/07/1996,500,North,Silver,1,14,2,2,39.64,26.27,14.16,11.97
13285467,F,55,Midlands,D,07/02/1994,432,Midlands,Silver,0,11,5,6,23.21,34.44,12.9,13.2
13289098,,75,London,A,07/02/1994,5000,South East,Silver,0,7,5,6,20.65,34.99,16.91,10.72
13289837,F,79,Midlands,D,22/02/1990,3000,Midlands,Silver,0,6,9,7,34.41,45.32,23.76,12.59
13294180,F,67,Midlands,C,11/01/1991,9600,Midlands,Gold,0,9,8,3,17.22,20.29,16.14,14.5
13294830,F,30,S West,C,06/06/1996,50,South West,Silver,1,10,2,2,41.87,36.12,23.97,15.77
13297651,F,51,N West,B,19/11/1992,3000,North,Silver,0,10,6,3,32.7,22.06,14.96,13.01
13305026,U,56,East,C,22/02/1994,3000,Midlands,Silver,0,7,5,3,22.33,22.76,6.27,2.31
13305484,M,,Midlands,C,13/12/1993,0,Midlands,Tin,1,8,5,4,11.63,37.81,16.05,8.79
13308440,M,73,Ulster,,15/03/1994,7500,Midlands,Gold,1,13,4,7,36.98,26.76,14.38,10.68
13313800,F,55,,C,24/03/1997,6000,,Gold,0,10,1,5,21.1,26.24,15.11,13.73
13315137,M,60,Wales & West,B,25/03/1996,3000,Midlands,Silver,0,,2,6,14.59,32.62,18.16,4.83
13318985,,52,Wales & West,F,15/04/1980,8000,Midlands,Gold,0,5,18,6,17.48,18.26,7.4,12.87
13319507,F,64,,D,27/03/1997,12000,,Gold,0,,1,2,18.84,31.26,9.42,11.64
13321862,M,77,C Scotland,C,31/07/1985,6000,Scottish,Gold,0,9,13,7,30.21,59.81,38.59,7.84
13325426,,30,C Scotland,B,10/02/1992,0,Scottish,Tin,0,5,7,8,22.48,35.45,16.22,8.56
13332813,F,52,Yorkshire,E,22/07/1988,6053,North,Gold,0,3,10,1,21.67,34.98,26.76,14.37
13332856,U,77,N West,A,23/11/1994,5000,North,Silver,0,6,4,3,32.66,11.84,4.72,12.41
13333534,F,39,London,D,01/07/1990,0,South East,Tin,1,13,8,5,13.07,23.77,18.76,8.12
